timestamp,amount,category,source,hour,hour_sin,hour_cos,day_of_week,is_weekend,is_night,night_score,category_score,amount_z,amount_score,amount_vs_weekly_avg,budget_remaining_ratio,impulsive_score,label,is_impulsive
2023-01-01 01:02:00,356769,Hiburan,synthetic_fingo,1,0.25881904510252074,0.9659258262890683,6,1,1,0.9166666666666666,1.0,0.32659948444768194,0.554433247407947,0.9999999999999972,0.967741935483871,85.944164518532,IMPULSIF,1
2023-01-01 09:37:00,1026330,Pendidikan,synthetic_fingo,9,0.7071067811865476,-0.7071067811865475,6,1,0,0.25,0.0,2.5446215511403896,0.9241035918567316,0.999999999999999,0.967741935483871,41.85258979641829,AMAN,0
2023-01-01 13:26:00,20259,Makanan,synthetic_fingo,13,-0.2588190451025208,-0.9659258262890683,6,1,0,0.08333333333333337,0.5,-0.7881407791918716,0.3686432034680214,0.9999999999999506,0.967741935483871,37.13274675336719,AMAN,0
2023-01-01 15:50:00,197348,Hiburan,synthetic_fingo,15,-0.7071067811865471,-0.7071067811865479,6,1,0,0.25,1.0,-0.2015066864526814,0.4664155522578864,0.999999999999995,0.967741935483871,60.41038880644716,AMAN,0
2023-01-01 19:17:00,238051,Belanja,synthetic_fingo,19,-0.9659258262890684,0.2588190451025203,6,1,0,0.5833333333333333,1.0,-0.06667184365181146,0.48888802605803144,0.9999999999999959,0.967741935483871,72.63886731811745,PERTIMBANGAN,0
2023-01-01 21:26:00,54007,Makanan,synthetic_fingo,21,-0.7071067811865477,0.7071067811865474,6,1,1,0.75,0.5,-0.6763454256591158,0.3872757623901473,0.7102679598882037,0.967741935483871,60.931894059753674,AMAN,0
2023-01-01 22:06:00,98068,Lainnya,synthetic_fingo,22,-0.5000000000000004,0.8660254037844384,6,1,1,0.8333333333333334,0.5,-0.530386700045546,0.41160221665907565,1.28973204011177,0.967741935483871,64.45672208314356,PERTIMBANGAN,0
2023-01-02 04:24:00,131473,Makanan,synthetic_fingo,4,0.8660254037844386,0.5000000000000001,0,0,0,0.6666666666666667,0.5,-0.4197275858828784,0.43004540235285366,0.9999999999999925,0.935483870967742,49.084468392154676,AMAN,0
2023-01-02 11:59:00,54335,Transportasi,synthetic_fingo,11,0.258819045102521,-0.9659258262890682,0,0,0,0.08333333333333337,0.5,-0.6752588760573989,0.3874568539904335,0.9999999999999817,0.935483870967742,27.603088016427503,AMAN,0
2023-01-02 16:14:00,50723,Makanan,synthetic_fingo,16,-0.8660254037844384,-0.5000000000000004,0,0,0,0.33333333333333337,0.5,-0.6872241722811844,0.3854626379531359,0.9999999999999803,0.935483870967742,36.30323261549506,AMAN,0
2023-01-02 22:08:00,17697,Makanan,synthetic_fingo,22,-0.5000000000000004,0.8660254037844384,0,0,1,0.8333333333333334,0.5,-0.796627791629673,0.36722870139505454,0.9999999999999435,0.935483870967742,53.34738420154302,AMAN,0
2023-01-03 09:48:00,763825,Belanja,synthetic_fingo,9,0.7071067811865476,-0.7071067811865475,1,0,0,0.25,1.0,1.675034041388225,0.7791723402313707,0.9999999999999987,0.9032258064516129,58.22930850578426,AMAN,0
2023-01-03 15:13:00,139584,Belanja,synthetic_fingo,15,-0.7071067811865471,-0.7071067811865479,1,0,0,0.25,1.0,-0.39285867179895695,0.43452355470017384,0.9999999999999929,0.9032258064516129,49.61308886750434,AMAN,0
2023-01-03 15:53:00,30936,Hiburan,synthetic_fingo,15,-0.7071067811865471,-0.7071067811865479,1,0,0,0.25,1.0,-0.7527716020652498,0.3745380663224584,0.9999999999999677,0.9032258064516129,48.11345165806146,AMAN,0
2023-01-03 17:46:00,388671,Belanja,synthetic_fingo,17,-0.9659258262890683,-0.25881904510252063,1,0,0,0.41666666666666663,1.0,0.43227968381955506,0.5720466139699258,0.9999999999999974,0.9032258064516129,58.88449868258148,AMAN,0
2023-01-03 18:18:00,412102,Belanja,synthetic_fingo,18,-1.0,-1.8369701987210297e-16,1,0,0,0.5,1.0,0.5098984146665979,0.5849830691110997,0.9999999999999976,0.9032258064516129,62.124576727777495,PERTIMBANGAN,0
2023-01-03 18:46:00,391467,Belanja,synthetic_fingo,18,-1.0,-1.8369701987210297e-16,1,0,0,0.5,1.0,0.4415418566439472,0.5735903094406579,0.9999999999999974,0.9032258064516129,61.839757736016445,PERTIMBANGAN,0
2023-01-03 20:09:00,313664,Hiburan,synthetic_fingo,20,-0.8660254037844386,0.5000000000000001,1,0,1,0.6666666666666667,1.0,0.1838076534049701,0.5306346089008284,0.9999999999999969,0.9032258064516129,66.59919855585404,PERTIMBANGAN,0
2023-01-04 00:56:00,560314,Belanja,synthetic_fingo,0,0.0,1.0,2,0,1,1.0,1.0,1.000873077988774,0.6668121796647957,0.9999999999999981,0.8709677419354839,81.67030449161989,IMPULSIF,1
2023-01-04 01:41:00,68331,Transportasi,synthetic_fingo,1,0.25881904510252074,0.9659258262890683,2,0,1,0.9166666666666666,0.5,-0.6288950095158423,0.39518416508069293,1.426504665873334,0.8709677419354839,56.96293746035066,AMAN,0
2023-01-04 06:13:00,471680,Hiburan,synthetic_fingo,6,1.0,6.123233995736766e-17,2,0,0,0.5,1.0,0.7072595493345641,0.6178765915557607,0.9999999999999979,0.8709677419354839,62.94691478889401,PERTIMBANGAN,0
2023-01-04 13:25:00,631709,Belanja,synthetic_fingo,13,-0.2588190451025208,-0.9659258262890683,2,0,0,0.08333333333333337,1.0,1.2373798121795736,0.7062299686965957,0.9999999999999983,0.8709677419354839,50.57241588408156,AMAN,0
2023-01-04 21:29:00,126966,Hiburan,synthetic_fingo,21,-0.7071067811865477,0.7071067811865474,2,0,1,0.75,1.0,-0.43465770495281236,0.4275570491745313,0.9999999999999921,0.8709677419354839,66.93892622936329,PERTIMBANGAN,0
2023-01-04 22:39:00,43692,Lainnya,synthetic_fingo,22,-0.5000000000000004,0.8660254037844384,2,0,1,0.8333333333333334,0.5,-0.7105154230423794,0.3815807628262701,0.9999999999999772,0.8709677419354839,53.70618573732342,AMAN,0
2023-01-04 22:40:00,368539,Pendidikan,synthetic_fingo,22,-0.5000000000000004,0.8660254037844384,2,0,1,0.8333333333333334,0.0,0.36558938936295204,0.5609315648938253,0.9999999999999973,0.8709677419354839,43.1899557890123,AMAN,0
2023-01-04 22:52:00,123260,Makanan,synthetic_fingo,22,-0.5000000000000004,0.8660254037844384,2,0,1,0.8333333333333334,0.5,-0.44693439039172406,0.42551093493471265,0.9999999999999919,0.8709677419354839,54.804440040034486,AMAN,0
2023-01-05 04:51:00,783845,Belanja,synthetic_fingo,4,0.8660254037844386,0.5000000000000001,3,0,0,0.6666666666666667,1.0,1.7413533189076562,0.790225553151276,1.740305701627304,0.8387096774193549,73.08897216211523,PERTIMBANGAN,0
2023-01-05 11:43:00,895979,Pendidikan,synthetic_fingo,11,0.258819045102521,-0.9659258262890682,3,0,0,0.08333333333333337,0.0,2.112814151343416,0.8521356918905694,1.187834749223115,0.8387096774193549,24.220058963930903,AMAN,0
2023-01-05 20:39:00,23351,Transportasi,synthetic_fingo,20,-0.8660254037844386,0.5000000000000001,3,0,1,0.6666666666666667,0.5,-0.7778980616049544,0.3703503230658409,0.9999999999999571,0.8387096774193549,47.59209140997935,AMAN,0
2023-01-05 22:35:00,180470,Belanja,synthetic_fingo,22,-0.5000000000000004,0.8660254037844384,3,0,1,0.8333333333333334,1.0,-0.2574176138239583,0.45709706436267367,0.9999999999999946,0.8387096774193549,70.5940932757335,PERTIMBANGAN,0
2023-01-06 00:14:00,129303,Makanan,synthetic_fingo,0,0.0,1.0,4,0,1,1.0,0.5,-0.426916039040579,0.4288473268265702,0.9999999999999922,0.8064516129032258,60.72118317066425,AMAN,0
